facility_id,data_sources,original_ids,last_updated,facility_name,operator_name,address,phone,prefecture,process_tags,daily_capacity,accepted_materials,is_registered,is_certified,is_methane,registration_no,expiration_date,url,description,image_url,latitude,longitude
032785de-ae87-4a9f-8806-db30f4e02ff4,['registered'],{'registered': '8'},2026-01-06T23:31:49.077210,有限会社笠間商事 幕張工場,有限会社笠間商事,千葉県千葉市花見川区幕張町3丁目2257番地1号、2256番地2号,043-271-3718,,['油脂化事業'],,有価物,True,False,False,8.0,R8.3.29,,,,35.671981,140.0557345
683ca34f-48dc-4833-8ead-7447fb5226c9,['syokuri'],{'syokuri': '445'},2026-01-06T23:31:49.083704,みどり産業株式会社,みどり産業株式会社,千葉県市原市五井9093-3,0436-22-2020,千葉県,['肥料化'],,食品リサイクラー,False,False,False,,,http://www.midori-sangyou.co.jp/,様々な車両や面効率を高める物流、廃プラ等の固形物系の総合リサイクル、常駐者派遣による分別、発生抑制へのアドバイスなども行っており、廃棄物全般の分別、物流、再生までの最適な組み合わせを提案しています。また、関連会社で農業も行っており、農産物の提供も行っています。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.5292092,140.082015
58c9bdf5-7208-4867-844d-90314e5d1842,['registered'],{'registered': '3'},2026-01-06T23:31:49.090833,株式会社農業技術マーケティング 行徳飼料工場,株式会社農業技術マーケティング,千葉県市川市本行徳2554番地63,047-307-4833,,['飼料化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,3.0,R9.9.30,,,,35.6797547,139.9372499
f4312b24-d75a-4f01-bb12-42c845d2802a,['certified'],{'certified': '56'},2026-01-06T23:31:49.097502,有限会社ブライトピック千葉 / 溝原工場,有限会社 ブライトピック / 有限会社ブライトピック千葉,千葉県旭市溝原妙見壷 1009番の一部、1020番1の 一部、1023番1,,,['飼料化'],,,False,True,False,56.0,,,食品関連事業者: 株式会社ベイシア / ＪＡ全農ミートフーズ株式会社 / 収集先: 千葉県：野田市、茂原 / 市、東金市、旭市、市原 / 市、鴨川市、八街市、富 / 里市、匝瑳市、香取市、 / 大網白里市、長生村、い / すみ市、流山市、木更津 / 市、印西市、勝浦市、芝 / 山町 / 茨城県：日立市、高萩 / 市、神栖市、行方市、石 / 岡市、潮来市,,35.7828398,140.6352878
72654c9b-3087-4116-af73-10eb0f00ce58,['registered'],{'registered': '10'},2026-01-06T23:31:49.103413,有限会社ブライトピック千葉 溝原工場,有限会社ブライトピック千葉,千葉県旭市溝原字妙見壷1009番の一部、1020番1、1023番1,0479-60-6430,,['飼料化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,10.0,R9.6.25,,,,35.7828398,140.6352878
9c101df4-de3e-498b-a757-0947dbae7ac5,['registered'],{'registered': '17'},2026-01-06T23:31:49.110573,株式会社ビー・アール・クリエイト 本社工場,株式会社ビー・アール・クリエイト,千葉県旭市鏑木字猪草野3484番1、3951番1、3951番2千葉県旭市鏑木字保々示戸3479番、3480番,0479-68-4808,,['肥料化事業'],,産業廃棄物,True,False,False,17.0,R8.1.5,,,,35.76799450000001,140.5912308
a5dd99f6-8072-4e5e-8823-478ba8ff0476,['certified'],{'certified': '58'},2026-01-06T23:31:49.118270,三友プラントサービス株式会 / 社千葉工場,三友プラントサービス株式会社,千葉県東金市滝沢631-1,,,['飼料化'],,,False,True,False,58.0,,,食品関連事業者: 株式会社帝国ホテル / 収集先: 東京都：千代田区,,35.5976347,140.3259623
fdebe75a-cf25-4dba-baf3-50264f15ea06,['syokuri'],{'syokuri': '693'},2026-01-06T23:31:49.124755,ゼロワットパワ－株式会社,ゼロワットパワ－株式会社,千葉県柏市若柴178番地4 柏の葉キャンパスKOIL,04-7126-0561,千葉県,[],,コンサルタント,False,False,False,,,https://zerowattpower.co.jp/,コンビニやスーパーから廃棄される油を使った電気を販売しています。油を使った発電は再生可能エネルギーの1つとして注目されており、天候に左右されることがなく安定した電気の供給が可能です。 発電所の設立と運営の協力もいたします。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.895061,139.9518463
58df937d-8611-4480-8fed-4c1b09e4c96a,['registered'],{'registered': '2'},2026-01-06T23:31:49.131413,株式会社農 高田プラント,株式会社農,千葉県銚子市高田町七丁目1661番、1670番1、1670番2、1677番,0479-30-2802,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,2.0,R9.3.14,,,,35.7528417,140.7429802
d21f1153-b421-436c-af79-38db4ba88f3a,['certified'],{'certified': '52'},2026-01-06T23:31:49.138024,みどり産業株式会社長柄工 / 場,みどり産業株式会社,千葉県長生郡長柄町長柄山 1162-28,,,['肥料化'],,,False,True,False,43.0,,,食品関連事業者: 株式会社ANAケータリングサービ / ス / 収集先: 千葉県：成田市 / 食品関連事業者: 株式会社銚子丸 / 収集先: 千葉県：佐倉市,,35.4555584,140.1747655
fe5002d7-d70d-49d4-8080-86e7c53b3f49,['registered'],{'registered': '6'},2026-01-06T23:31:49.144061,みどり産業株式会社 長柄工場,みどり産業株式会社,千葉県長生郡長柄町長柄山1162番28、1143番3,0436-22-2020,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,6.0,R10.9.25,,,,35.4604909,140.1749886
7a414dac-02e1-474a-bb4e-cef7f8bfde00,['registered'],{'registered': '28'},2026-01-06T23:31:49.150431,株式会社ケミカルフォース 名古屋工場,株式会社ケミカルフォース,名古屋市港区潮見町37番10,052-612-5750,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,28.0,R8.8.24,,,,35.055894,136.8703003
ff78cd42-b610-4712-8432-7770e7599190,['registered'],{'registered': '1'},2026-01-06T23:31:49.156855,エコマネジメント株式会社 桃山アップサイクル工場,エコマネジメント株式会社,和歌山県紀の川市桃山町調月字北嶋2822番13,073-422-6513,,['飼料化事業'],,産業廃棄物,True,False,False,1.0,R8.5.26,,,,34.2262792,135.3333355
2244ef7a-c6b4-4d90-98c1-a22fa1cbc371,['syokuri'],{'syokuri': '677'},2026-01-06T23:31:49.163079,中部エコテック株式会社,中部エコテック株式会社,埼玉県さいたま市北区吉野町2-231-6,048-651-9981,埼玉県,[],,プラントメーカー,False,False,False,,,https://chueco.co.jp/,弊社は、微生物のチカラを活用した自然エネルギーで、畜糞、食品残渣、有機汚泥の減容、乾燥、そして、肥料化、燃料化を実現する発酵処理機を販売しているメーカーです。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.9625026,139.6085183
d9c3a192-cc43-4b2b-872b-bf4723095668,['syokuri'],{'syokuri': '438'},2026-01-06T23:31:49.170863,株式会社アイル・クリーンテック,株式会社アイル・クリーンテック,埼玉県さいたま市浦和区常磐5-2-18,048-825-9019,埼玉県,['肥料化'],,食品リサイクラー,False,False,False,,,http://www.i-ll-group.co.jp/,埼玉県整備事業「彩の国資源循環工場」内にありパレット毎に原料の履歴管理を行う「パレット式自動管理システム」を全国で初めて導入。生産者のニーズに合わせた堆肥を生産することでリサイクルループを構築します。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.8644189,139.6497526
77b5217a-2ea2-413d-b43a-cc4c188a9110,['registered'],{'registered': '15'},2026-01-06T23:31:49.178315,ニューエナジーふじみ野株式会社 本社工場,ニューエナジーふじみ野株式会社,埼玉県ふじみ野市駒林字北谷1033番１、字伏尾1066番１の一部(計２筆）,049-293-3115,,['メタン化事業'],,,True,False,False,15.0,R10.3.26,,,,35.8696674,139.5369095
c23d9fe4-e848-4f72-b2e7-674f04c7552d,['registered'],{'registered': '14'},2026-01-06T23:31:49.185243,比留間運送株式会社 入間工場,比留間運送株式会社,埼玉県入間市入間都市計画事業狭山台土地区画整理事業24-2街区1画地,0425-65-1336,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,14.0,R8.9.16,,,,35.8358,139.3910788
af4915bb-55cd-4902-9886-daa666ab483d,['syokuri'],{'syokuri': '509'},2026-01-06T23:31:49.191585,吉岡製油有限会社,吉岡製油有限会社,埼玉県入間市狭山台4丁目18番地1,04-2934-1614,埼玉県,['油脂化'],,食品リサイクラー,False,False,False,,,http://www.y-seiyu.co.jp/,当社は埼玉県及びその周辺地域より使用済み食用油の回収を行い、自社工場にて精製後、飼料用油脂への加工製造を行っています。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.8112022,139.3634111
6f540d10-1653-4341-a158-063cf5cda1f1,['registered'],{'registered': '13'},2026-01-06T23:31:49.198720,吉岡製油有限会社 狭山台事業所,吉岡製油有限会社,埼玉県入間市狭山台四丁目18番地1,04-2934-1614,,['油脂化事業'],,"産業廃棄物, 有価物",True,False,False,13.0,R9.10.30,,,,35.8489738,139.432328
773638b4-898d-4aca-9f93-71111b4c6285,['syokuri'],{'syokuri': '681'},2026-01-06T23:31:49.205258,ウム・ヴェルト株式会社,ウム・ヴェルト株式会社,埼玉県加須市栄368-1,0280-23-2641,埼玉県,[],,コンサルタント / 収集運搬業他 / その他,False,False,False,,,http://www.um-welt.co.jp/,東日本～西日本まで食品企業様の食品ロスを中心としたトータルリサイクルを提案致します。 弊社は循環型社会の創造を理念とし、食品リサイクルの収集運搬を中心とした取り組みから、自社グループでの農業・養豚・福祉・道の駅の運営を行い、埼玉県加須市の活性化につなげる『6次産業化＋リサイクル＝7次産業化』を目指し、令和2年2月に「第7回食品産業もったいない大賞」で「農林水産省食料産業局長賞」を受賞致しました。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,36.1680849,139.679356
316edcda-55b3-4229-adda-c5d018a85ecd,['certified'],{'certified': '8'},2026-01-06T23:31:49.211871,株式会社アイル・クリーンテッ / ク 寄居工場,株式会社アイル・クリーンテック,埼玉県大里郡寄居町大字 三ヶ山328,,,['肥料化'],,,False,True,False,8.0,,,食品関連事業者: ユニー株式会社 / 収集先: 群馬県 ：高崎市 / 埼玉県 ：東松山市,,36.0920436,139.2132605
87502e2c-8015-4ff0-b9d2-b9030c930f36,['registered'],{'registered': '4'},2026-01-06T23:31:49.217934,株式会社アイル・クリーンテック 寄居工場,株式会社アイル・クリーンテック,埼玉県大里郡寄居町大字三ヶ山字黒岩313番5、字上田250番3、字西高山328番1,048-825-9019,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,4.0,R8.2.19,,,,36.1184155,139.1929538
2c941fbc-5064-40b3-926a-1834f7b3e60d,['registered'],{'registered': '16'},2026-01-06T23:31:49.224294,オリックス資源循環株式会社 寄居バイオガスプラント,オリックス資源循環株式会社,埼玉県大里郡寄居町大字西ノ入字髙根沢天王裏２９８１番１１、２９８１番１５、２９８１番１６、２９８１番１７、２９８１番１８、字髙根沢萩畝３０５０番２３ 以上６筆,048-582-0871,,['メタン化事業'],,,True,False,False,16.0,R11.3.27,,,,36.0813005,139.1980228
804be4e9-16c4-42cf-abfb-0e6fc6d0f788,['syokuri'],{'syokuri': '468'},2026-01-06T23:31:49.230397,大村商事株式会社,大村商事株式会社,埼玉県志木市下宗岡2-18-20,048-472-0328,埼玉県,['肥料化'],,食品リサイクラー,False,False,False,,,https://ohmura.info/,,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.8331278,139.5951302
3ed631f0-788a-4bcb-8d3b-40c9f9e58ee1,['syokuri'],{'syokuri': '1259'},2026-01-06T23:31:49.237230,株式会社ジェイ・アール・エス,株式会社ジェイ・アール・エス,埼玉県所沢市林1-299-8,04-2938-7277,埼玉県,"['肥料化', '飼料化']",,食品リサイクラー / 収集運搬業他,False,False,False,,,http://www.jrs-eco.com,弊社は、２００３年に食品リサイクル事業を開始、所沢市を中心に近隣自治体の食品関連事業者から発生する未利用食品を受け入れて、飼料・肥料化を行っています。関連企業の創業者が過去に養豚事業を行っていたことから、現在でも関係会社にて養豚事業を運営し弊社で製造した飼料を使用しています。未利用食品を飼料化することでサーキュラーエコノミーを推進しています。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,35.8044737,139.3874209
9759ca80-5766-4108-b223-37dc2e14e26b,['registered'],{'registered': '2'},2026-01-06T23:31:49.244247,株式会社ジェイ・アール・エス 三ヶ島工場,株式会社ジェイ・アール・エス,埼玉県所沢市林一丁目299番8,04-2938-7277,,"['飼料化事業', '肥料化事業']",,"一般廃棄物, 産業廃棄物",True,False,False,2.0,R7.11.27,,,,35.8044737,139.3874209
a55d464e-12df-4fae-89ee-591388a3a6c5,['syokuri'],{'syokuri': '440'},2026-01-06T23:31:49.250825,株式会社サニタリーセンター,株式会社サニタリーセンター,埼玉県本庄市新井800,0495-24-8281,埼玉県,['肥料化'],,食品リサイクラー,False,False,False,,,http://www.sanitary.co.jp/,一般・産廃の食品資源物を堆肥化リサイクルしております。包装・梱包された物も受け入れ可能。自動選別機にて選別後、縦型コンポンストと熟成ヤードで約90日寝かせて、近隣農家の方や量販店にて堆肥販売しております。これからも循環型社会構築に協力して行きます。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,36.2646713,139.1749711
cc6b3de1-fb39-44b1-8886-ce6b10685c30,['registered'],{'registered': '10'},2026-01-06T23:31:49.257905,株式会社サニタリーセンター 新井工場,株式会社サニタリーセンター,埼玉県本庄市新井字川原788番の一部、791番、792番、800番,0495-24-8281,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,10.0,R10.10.19,,,,36.2667288,139.1714529
40f928b7-1028-41fe-9d34-4427a0fa2554,['registered'],{'registered': '9'},2026-01-06T23:31:49.264324,太田油脂産業株式会社 本社工場,太田油脂産業株式会社,埼玉県草加都市計画事業八潮南部西一体型特定土地区画整理事業施行地区内160街区8画地、9画地、10画地、11画地,048-995-3452,,['油脂化事業'],,有価物,True,False,False,9.0,R10.8.17,,,,35.8226792,139.8392388
3ac737e3-718b-4000-a9bf-8494af987e51,['syokuri'],{'syokuri': '700'},2026-01-06T23:31:49.270776,有限会社恵上商店,有限会社恵上商店,大分県中津市大字福島1617番地の1,0979-32-8116,大分県,[],,収集運搬業他,False,False,False,,,,,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,33.5622414,131.2349378
3ea84abb-3217-4134-b0bd-1770802d81fc,['registered'],{'registered': '2'},2026-01-06T23:31:49.277559,オアシスジャパン堆肥センター,株式会社オアシスジャパン,大分県大分市大字上戸次字源内谷4455番地2,097-567-8818,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,2.0,R8.7.20,,,,33.0999864,131.6560502
fa9092f9-ecd4-4a7d-abee-f6870060fdd5,['certified'],{'certified': '39'},2026-01-06T23:31:49.284368,株式会社環境整備産業食品 / リサイクル工場,株式会社環境整備産業,大分県大分市大字福宗字久 保鶏613番、643番3、636番 1、638番1,,,['肥料化'],,,False,True,False,39.0,,,食品関連事業者: イオン九州株式会社 / 収集先: 大分県：大分市、由布市,,33.1667755,131.5087782
929dd449-b490-442c-b008-b017f388168b,['registered'],{'registered': '4'},2026-01-06T23:31:49.290577,株式会社環境整備産業 食品リサイクル工場,株式会社環境整備産業,大分県大分市大字福宗字久保鶴613番4、638番1、634番3、636番1,097-569-0854,,['肥料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,4.0,R8.7.25,,,,33.1667755,131.5087782
10907a1b-4ac3-4bb3-8235-480ae10ca8e5,['registered'],{'registered': '5'},2026-01-06T23:31:49.297631,ゆうび株式会社 豊海工場,ゆうび株式会社,大分県大分市豊海三丁目1994番207,097-579-6638,,['肥料化事業'],,一般廃棄物,True,False,False,5.0,R12.9.8,,,,33.2572216,131.608043
49685995-30b9-49d3-bff8-b8c115384494,['methane'],{'methane': '41'},2026-01-06T23:31:49.304545,日田市バイオマス資源化センター,日田市,大分県日田市清水町1906,,大分県,['湿式中温'],80.0,"家庭系生ごみ, 事業系生ごみ",False,False,True,,,,事業方式: 公設公営方式,,33.3206146,130.9404064
ffbb0c54-9284-4204-9f4a-4e41e658a6cc,['registered'],{'registered': '6'},2026-01-06T23:31:49.312067,株式会社大島産業 大分玖珠工場,株式会社大島産業,大分県玖珠郡玖珠町大字戸畑９８３９番３,0952-53-4400,,['肥料化事業'],,産業廃棄物,True,False,False,6.0,R11.2.27,,,,33.2915752,131.0615451
a0c55af9-5b8a-4cb1-887f-4c4d16fe88d0,['certified'],{'certified': '33'},2026-01-06T23:31:49.319499,大阪いずみ市民生活協同組 / 合 テクノステージ物流セン / ター 生ごみ処理工場,大阪いずみ市民生活協同組合,大阪府和泉市テクノステージ 2丁目1-10,,,['肥料化'],,,False,True,False,33.0,,,食品関連事業者: 大阪いずみ市民生活協同組合 / 収集先: 大阪府 ：和泉市、堺市、 / 羽曳野市、河内長野市、 / 岸和田市、泉佐野市、貝 / 塚市、東大阪市,,34.428213,135.4495481
c4e76220-0629-4d51-883f-baf348b40189,['registered'],{'registered': '4'},2026-01-06T23:31:49.325881,株式会社関西再資源ネットワーク 本社工場,株式会社関西再資源ネットワーク,大阪府堺市西区築港新町4丁2番5,072-320-9001,,['炭化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,4.0,R10.3.24,,,,34.5767768,135.4176392
cf8089e1-5753-4aad-b38a-908fca14cc6e,['registered'],{'registered': '8'},2026-01-06T23:31:49.332066,植田油脂株式会社 本社工場,植田油脂株式会社,大阪府大東市深野5丁目459番、460番1、460番3、461番3、461番4,072-870-3555,,['油脂化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,8.0,R10.6.5,,,,34.7135464,135.6367398
10205f9e-a2ee-4d03-b1f2-1dcf2d2f0ef5,['registered'],{'registered': '7'},2026-01-06T23:31:49.338455,,小島サステナブルフィッシャリーズ株式会社,大阪府岸和田市臨海町16-1,072-438-6414,,"['飼料化事業', '油脂化事業']",,一般廃棄物,True,False,False,7.0,R9.8.7,,,,34.4753312,135.3670482
bc7cd8da-5fc4-4906-8103-3a9405c4a825,['registered'],{'registered': '5'},2026-01-06T23:31:49.344996,東大阪食品リサイクルセンター,辰巳環境開発株式会社,大阪府東大阪市水走3丁目12番56号,072-882-4331,,['肥料化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,5.0,R10.8.5,,,,34.683309,135.6314031
0092aaec-838a-49c4-a556-47c8458cc8bf,['registered'],{'registered': '3'},2026-01-06T23:31:49.351095,株式会社大口油脂 オイルリサイクルセンター,株式会社大口油脂,大阪府茨木市蔵垣内1丁目215番2の一部,072-624-7227,,['油脂化事業'],,"産業廃棄物, 有価物",True,False,False,3.0,R8.11.15,,,,34.7990463,135.5564505
340ff2a6-9d60-47ad-8b90-8b554b8ea868,['methane'],{'methane': '33'},2026-01-06T23:31:49.358346,奈良市衛生浄化センター,奈良市,奈良県奈良市大安寺西2-281,,奈良県,['湿式中温'],9.4,事業系生ごみ,False,False,True,,,,事業方式: 公設公営方式,,34.6703013,135.8035813
1086edf1-0268-49b2-9428-3d138e536f39,['registered'],{'registered': '2'},2026-01-06T23:31:49.364271,株式会社村田商店 畜産部,株式会社村田商店,奈良県奈良市東鳴川町634、635、636、637、638、640、641,0742-34-1836,,['飼料化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,2.0,R11.1.6,,,,34.7086418,135.8790196
a213af94-3194-4222-a82b-437c7d46b792,['syokuri'],{'syokuri': '475'},2026-01-06T23:31:49.370322,エス・イー・イー株式会社,エス・イー・イー株式会社,奈良県御所市柏原413,0745-65-2033,奈良県,['肥料化'],,食品リサイクラー,False,False,False,,,http://www.see-729.com/,,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,34.4573124,135.7593387
e3fb0dee-bcc2-455a-948f-abca0b3b103a,['registered'],{'registered': '1'},2026-01-06T23:31:49.377356,エス・イー・イー株式会社 橿原営業所,エス・イー・イー株式会社,奈良県橿原市一町964番1、964番3、965番1,0745-65-2033,,"['飼料化事業', '肥料化事業']",,有価物,True,False,False,1.0,R9.12.13,,,,34.4721315,135.763946
88a29326-219a-49e5-be6d-2c16477952c6,['registered'],{'registered': '7'},2026-01-06T23:31:49.383502,株式会社東北バイオフードリサイクル 仙台工場,株式会社東北バイオフードリサイクル,宮城県仙台市宮城野区蒲生三丁目１０番地の１,022-355-9151,,['メタン化事業'],,,True,False,False,7.0,R10.10.16,,,,38.2599203,141.0102646
851fc641-a93d-4e69-9250-303a49951199,['methane'],{'methane': '12'},2026-01-06T23:31:49.389723,JNEXバイオプラント,(株)ジェイネックス,宮城県仙台市泉区明通2丁目80,,宮城県,['湿式中温'],160.0,事業系生ごみ,False,False,True,,,,事業方式: 民設民営方式,,38.3585179,140.8477362
0fbdc188-8557-47e1-b9a1-343663723b0c,['syokuri'],{'syokuri': '463'},2026-01-06T23:31:49.395509,株式会社ジェイネックス,株式会社ジェイネックス,宮城県仙台市泉区明通２丁目８０番,022-779-5515,宮城県,"['肥料化', 'メタン化']",,食品リサイクラー,False,False,False,,,https://jnex.co.jp/,,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,38.3585179,140.8477362
5f43330b-ee0b-43eb-b365-3477e0c74691,['methane'],{'methane': '11'},2026-01-06T23:31:49.402353,六の国汚泥再生処理センター,大崎地域広域行政事務組合大崎広域西部事業所（大崎市・色麻町・加美町・涌谷町・美里町）,宮城県加美郡加美町新川原92,,宮城県,['湿式中温'],1.1,事業系生ごみ,False,False,True,,,,事業方式: 公設公営方式,,38.5553291,140.8577843
7a663691-4c77-4acf-8097-7d55c3863baa,['methane'],{'methane': '13'},2026-01-06T23:31:49.408229,南三陸BIO,アミタ株式会社,宮城県本吉郡南三陸町志津川字下保呂毛14番地1,,宮城県,['湿式中温'],10.5,家庭系生ごみ,False,False,True,,,,事業方式: 民設民営方式,,38.6752335,141.4336634
c697cfe7-fb41-48b0-839f-233a2bd26a88,['certified'],{'certified': '3'},2026-01-06T23:31:49.414215,ウジエ無限ファクトリー,株式会社ウジエクリーンサービ / ス,宮城県登米市南方町雷12-1,,,['肥料化'],,,False,True,False,3.0,,,食品関連事業者: 株式会社ウジエスーパー / 株式会社ウジエクリーンサービス / 収集先: 宮城県 ：仙台市、石巻 / 市、塩釜市、利府町,,38.6687796,141.1899807
a3489d17-b64e-4f71-b2c8-47d1b3b07be1,['registered'],{'registered': '2'},2026-01-06T23:31:49.422441,日本環境株式会社 白石事業所,日本環境株式会社,宮城県白石市福岡蔵本字長峰114番地2,03-5473-7381,,['肥料化事業'],,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,2.0,R11.12.19,,,,38.0257154,140.5545193
ff70cd20-82b3-4d5c-8474-964bff3a64c7,['methane'],{'methane': '42'},2026-01-06T23:31:49.428669,串間エコクリーンセンター,串間市,宮崎県串間市大字南方1118,,宮崎県,['湿式中温'],2.6,事業系生ごみ,False,False,True,,,,事業方式: 公設公営方式,,31.4512402,131.2331549
d240d7b9-93e7-44bd-9cb5-29e4001da7b0,['registered'],{'registered': '2'},2026-01-06T23:31:49.435722,南國興産株式会社 高城工場,南國興産株式会社,宮崎県都城市高城町有水字田辺1941番249、渕ノ元4472番3、6、15,0986-53-1041,,"['飼料化事業', '肥料化事業']",,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,2.0,R8.2.9,,,,31.8822205,131.1501982
c706c98f-a3cd-46e0-a28a-30b8070e0f8a,['methane'],{'methane': '23'},2026-01-06T23:31:49.441964,富山グリーンフードリサイクル施設,富山グリーンフードリサイクル(株),富山県富山市松浦町8-20,,富山県,['湿式高温'],40.0,"家庭系生ごみ, 事業系生ごみ",False,False,True,,,,事業方式: 民設民営方式,,36.7587406,137.2440115
2bd21ff0-f53e-423c-9ed5-99fb0f07f3d8,['registered'],{'registered': '2'},2026-01-06T23:31:49.447851,三友商事有限会社 荒俣工場,三友商事有限会社,富山県滑川市荒俣25番地,076-475-5264,,"['飼料化事業', '肥料化事業']",,"一般廃棄物, 有価物",True,False,False,2.0,R12.6.18,,,,36.7837783,137.362053
18bcd9e2-52ba-4661-8060-1f83a83c017b,['registered'],{'registered': '1'},2026-01-06T23:31:49.455477,山陽ハイミール株式会社 本社工場,山陽ハイミール株式会社,山口県下関市筋川町20番15号,083-232-3288,,"['飼料化事業', '油脂化事業']",,"一般廃棄物, 産業廃棄物, 有価物",True,False,False,1.0,R7.10.6,,,,33.9647321,130.913807
038e4eda-003c-48d8-8d23-a1e66968c301,['syokuri'],{'syokuri': '697'},2026-01-06T23:31:49.462608,株式会社トクビル,株式会社トクビル,山口県周南市大字栗屋50番地の11,0834-36-3880,山口県,[],,収集運搬業他,False,False,False,,,,,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,34.0112318,131.8123477
17c0e6c4-1848-4398-8f96-2912d6a031da,['syokuri'],{'syokuri': '453'},2026-01-06T23:31:49.469564,株式会社アースクリエイティブ,株式会社アースクリエイティブ,山口県宇部市大字上宇部2842番地30,0836-43-6112,山口県,['飼料化'],,食品リサイクラー,False,False,False,,,https://www.earth-creative.co.jp/,処理能力24t/日、生産能力約8t/日。パック品などにも対応可能な前処理工程、飼料の質にこだわった減圧乾燥機を採用し、畜産農家へ直接使って頂けるよう成分調整・異物除去の仕上げ工程も備えた施設です。畜産試験場で育成実験も行った高品質な飼料を製造しています。,https://syokuri.jp/top/wp-content/themes/zsr-1/img/logo-header.png,33.9854801,131.2597254
f826890d-9814-491b-b13f-b3a52f324e53,['registered'],{'registered': '2'},2026-01-06T23:31:49.476503,株式会社アースクリエイティブ 食品リサイクルセンター,株式会社アースクリエイティブ,山口県宇部市大字山中字甲石700番17,0836-41-0377,,['飼料化事業'],,"一般廃棄物, 産業廃棄物",True,False,False,2.0,R8.10.9,,,,33.9515554,131.2468161
6ff1d289-bf30-4564-b6b8-795baad43075,['methane'],{'methane': '35'},2026-01-06T23:31:49.482831,防府市クリーンセンター,防府市グリーンパーク防府,山口県防府市大字新田364 番地,,山口県,['乾式高温'],51.5,"家庭系生ごみ, 事業系生ごみ",False,False,True,,,,事業方式: 公設民営方式（DBO）,,34.0331221,131.5796164
